assembly_accession,rname,length,totallength,ani_group,reference
GCF_001552315.1,NZ_BCQY01000058.1,17559,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000059.1,17071,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000060.1,17009,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000061.1,15964,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000062.1,14451,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000063.1,11004,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000064.1,9729,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000065.1,9706,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000066.1,8754,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000067.1,8063,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000068.1,7546,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000069.1,7302,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000070.1,7179,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000071.1,7109,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000072.1,7080,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000073.1,6925,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000074.1,5452,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000075.1,5372,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000076.1,5226,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000077.1,5010,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000078.1,4688,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000079.1,4668,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000080.1,4371,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000081.1,3891,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000082.1,2945,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000083.1,2627,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000084.1,2354,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000085.1,2262,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000086.1,2241,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000087.1,1654,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000088.1,1467,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000089.1,1344,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000090.1,1271,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000091.1,1271,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000092.1,1122,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000093.1,1098,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000094.1,1088,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000095.1,1075,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000096.1,1021,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000097.1,915,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000098.1,914,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000099.1,885,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000100.1,872,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000101.1,868,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000102.1,866,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000103.1,841,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000104.1,818,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000105.1,780,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000106.1,763,7330216,102,M.chlorophenolicum
GCF_001552315.1,NZ_BCQY01000107.1,756,7330216,102,M.chlorophenolicum
GCF_900453455.1,NZ_UATB01000001.1,2544,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000002.1,7325,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000003.1,4998,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000004.1,7686,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000005.1,9519,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000006.1,4571,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000007.1,2462,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000008.1,3637,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000009.1,1768122,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000010.1,2365,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000011.1,2038,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000012.1,4039,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000013.1,6061,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000014.1,4381,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000015.1,3573766,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000016.1,485761,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000017.1,128167,6021188,103,M.chubuense
GCF_900453455.1,NZ_UATB01000018.1,3746,6021188,103,M.chubuense
GCF_000222105.3,NZ_AFVW02000001.1,844570,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000002.1,1380431,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000003.1,694710,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000004.1,640314,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000005.1,398237,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000006.1,745349,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000007.1,332944,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000009.1,5490,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000010.1,864,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000011.1,560,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000012.1,504,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000013.1,452,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000014.1,423,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000015.1,405,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000016.1,284,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000017.1,224,5579559,176,M.colombiense
GCF_000222105.3,NZ_AFVW02000018.1,533798,5579559,176,M.colombiense
GCF_002102065.1,NZ_LQOP01000001.1,1470,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000002.1,78408,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000003.1,1327,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000004.1,175510,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000005.1,59578,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000006.1,399267,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000007.1,83110,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000008.1,569116,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000009.1,84670,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000010.1,1347,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000011.1,108832,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000012.1,1332,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000013.1,103322,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000014.1,468830,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000015.1,300411,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000016.1,717853,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000017.1,55721,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000018.1,261392,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000019.1,190535,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000020.1,248500,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000021.1,320022,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000022.1,1293,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000023.1,11437,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000024.1,100036,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000025.1,5374,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000026.1,53915,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000027.1,189176,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000028.1,454834,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000029.1,138095,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000030.1,12546,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000031.1,78033,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000032.1,2585,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000033.1,61096,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000034.1,490098,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000035.1,272481,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000036.1,173308,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000037.1,144357,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000038.1,5422,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000039.1,13996,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000040.1,23076,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000041.1,4224,6468817,7,M.conceptionense
GCF_002102065.1,NZ_LQOP01000042.1,2882,6468817,7,M.conceptionense
GCF_010729895.1,NZ_AP022612.1,5876557,5876557,23,M.confluentis
GCF_010730195.1,NZ_AP022613.1,6237139,6237139,178,M.conspicuum
GCF_010727945.1,NZ_AP022569.1,5318517,5318517,79,M.cookii
GCF_000613185.1,NZ_CCBB010000001.1,3205355,6462090,154,M.cosmeticum
GCF_000613185.1,NZ_CCBB010000002.1,758788,6462090,154,M.cosmeticum
GCF_000613185.1,NZ_CCBB010000003.1,2465234,6462090,154,M.cosmeticum
GCF_000613185.1,NZ_CCBB010000004.1,27200,6462090,154,M.cosmeticum
GCF_000613185.1,NZ_CCBB010000005.1,5513,6462090,154,M.cosmeticum
GCF_020181615.2,NZ_JAYJJR010000001.1,668502,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000002.1,641210,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000003.1,442079,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000004.1,307949,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000005.1,291583,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000006.1,251295,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000007.1,246433,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000008.1,202925,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000009.1,181632,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000010.1,176823,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000011.1,171871,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000012.1,149957,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000013.1,148352,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000014.1,136438,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000015.1,136103,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000016.1,126049,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000017.1,96895,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000018.1,91323,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000019.1,83740,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000020.1,76394,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000021.1,71715,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000022.1,57119,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000023.1,50408,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000024.1,46452,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000025.1,46127,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000026.1,46047,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000027.1,39891,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000028.1,35423,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000029.1,28594,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000030.1,17530,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000031.1,16675,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000032.1,13351,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000033.1,11414,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000034.1,11334,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000035.1,8610,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000036.1,8080,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000037.1,7841,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000038.1,6638,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000039.1,5450,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000040.1,3549,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000041.1,2276,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000042.1,2266,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000043.1,2102,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000044.1,1900,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000045.1,1359,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000046.1,1322,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000047.1,1267,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000048.1,1074,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000049.1,864,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000050.1,847,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000051.1,749,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000052.1,736,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000053.1,689,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000054.1,670,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000055.1,547,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000056.1,535,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000057.1,523,5180050,158,M.crassicus
GCF_020181615.2,NZ_JAYJJR010000058.1,523,5180050,158,M.crassicus
GCF_022370635.2,NZ_CP092362.2,5965857,5965857,78,M.crocinum
GCF_002104675.1,NZ_NCXP01000001.1,535535,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000002.1,340357,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000003.1,247415,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000004.1,239152,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000005.1,215683,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000006.1,199076,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000007.1,194728,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000008.1,181084,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000009.1,165485,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000010.1,144315,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000011.1,133788,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000012.1,114870,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000013.1,111677,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000014.1,104345,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000015.1,103035,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000016.1,98333,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000017.1,97905,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000018.1,95000,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000019.1,94976,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000020.1,79548,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000021.1,77878,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000022.1,74817,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000023.1,70262,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000024.1,69460,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000025.1,68711,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000026.1,66885,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000027.1,60395,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000028.1,59307,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000029.1,57841,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000030.1,52676,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000031.1,48290,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000032.1,47424,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000033.1,46806,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000034.1,44764,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000035.1,43777,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000036.1,41679,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000037.1,41560,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000038.1,39448,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000039.1,39367,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000040.1,37806,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000041.1,37691,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000042.1,34275,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000043.1,33248,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000044.1,31421,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000045.1,30360,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000046.1,30132,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000047.1,28884,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000048.1,27430,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000049.1,24237,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000050.1,24129,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000051.1,22704,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000052.1,21525,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000053.1,20537,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000054.1,18503,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000055.1,18250,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000056.1,15273,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000057.1,14832,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000058.1,14318,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000059.1,13511,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000060.1,13068,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000061.1,12821,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000062.1,12268,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000063.1,11685,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000064.1,11037,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000065.1,10760,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000066.1,7457,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000067.1,6517,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000068.1,5925,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000069.1,5361,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000070.1,5076,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000071.1,4926,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000072.1,4280,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000073.1,3846,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000074.1,3834,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000075.1,3293,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000076.1,3005,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000077.1,2780,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000078.1,2236,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000079.1,2035,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000080.1,1775,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000081.1,1662,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000082.1,1634,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000083.1,1599,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000084.1,1583,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000085.1,1555,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000086.1,1392,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000087.1,1364,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000088.1,1343,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000089.1,1252,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000090.1,1218,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000091.1,1211,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000092.1,1197,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000093.1,1159,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000094.1,1027,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000095.1,1021,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000096.1,1010,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000097.1,986,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000098.1,946,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000099.1,915,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000100.1,894,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000101.1,863,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000102.1,851,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000103.1,833,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000104.1,807,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000105.1,789,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000106.1,757,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000107.1,749,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000108.1,704,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000109.1,681,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000110.1,647,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000111.1,609,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000112.1,596,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000113.1,596,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000114.1,593,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000115.1,578,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000116.1,572,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000117.1,475,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000118.1,458,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000119.1,447,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000120.1,446,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000121.1,422,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000122.1,420,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000123.1,412,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000124.1,409,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000125.1,367,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000126.1,362,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000127.1,359,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000128.1,351,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000129.1,347,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000130.1,330,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000131.1,329,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000132.1,327,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000133.1,324,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000134.1,322,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000135.1,318,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000136.1,317,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000137.1,316,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000138.1,278,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000139.1,250,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000140.1,234,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000141.1,220,5225940,114,M.decipiens
GCF_002104675.1,NZ_NCXP01000142.1,202,5225940,114,M.decipiens
GCF_025345615.1,NZ_JAODWD010000001.1,1210185,5632578,118,M.deserti
GCF_025345615.1,NZ_JAODWD010000002.1,1055112,5632578,118,M.deserti
GCF_025345615.1,NZ_JAODWD010000003.1,1023639,5632578,118,M.deserti
GCF_025345615.1,NZ_JAODWD010000004.1,733157,5632578,118,M.deserti
GCF_025345615.1,NZ_JAODWD010000005.1,597416,5632578,118,M.deserti
GCF_025345615.1,NZ_JAODWD010000006.1,544409,5632578,118,M.deserti
